SVSPP,ITISSPP,NESPP3,COMNAME,SCINAME,MANAGE,EBFM.PDT,EMAX,Fall.q,Spring.q,RPATH,Feeding.guild
357,160318,487,BLACKTIP SHARK,CARCHARHINUS LIMBATUS,NA,Other,NA,0.175,0.175,Sharks,Other
358,160189,491,TIGER SHARK,GALEOCERDO CUVIER,NA,Other,NA,0.175,0.175,Sharks,Other
359,160433,492,LEMON SHARK,NEGAPRION BREVIROSTRIS,NA,Other,NA,0.175,0.175,Sharks,Other
360,160200,494,ATLANTIC SHARPNOSE SHARK,RHIZOPRIONODON TERRAENOVAE,NA,Other,NA,0.175,0.175,Sharks,Other
361,160178,502,REQUIEM SHARK UNCL,CARCHARHINIDAE,NA,Other,NA,0.175,0.175,Sharks,Other
362,160508,478,SCALLOPED HAMMERHEAD SHARK,SPHYRNA LEWINI,NA,Other,NA,0.175,0.175,Sharks,Other
363,160515,386,GREAT HAMMERHEAD SHARK,SPHYRNA MOKARRAN,NA,Other,NA,0.175,0.175,Sharks,Other
364,160502,476,BONNETHEAD SHARK,SPHYRNA TIBURO,NA,Other,NA,0.175,0.175,Sharks,Other
365,160519,NA,SMALLEYE HAMMERHEAD SHARK,SPHYRNA TUDES,NA,Other,NA,0.175,0.175,Sharks,Other
366,160505,479,SMOOTH HAMMERHEAD SHARK,SPHYRNA ZYGAENA,NA,Other,NA,0.175,0.175,Sharks,Other
367,160844,NA,LESSER ELECTRIC RAY,NARCINE BRASILIENSIS,NA,Other,SE,0.145,0.145,Rays,Other
368,160859,NA,OCELLATE SKATE,RAJA ACKLEYI,NA,Other,SE,0.145,0.145,OtherSkates,Other
370,564146,NA,SPREADFIN SKATE,DIPTURUS OLSENI,NA,Other,SE,0.145,0.145,OtherSkates,Other
371,160932,377,SPINYTAIL SKATE,BATHYRAJA SPINICAUDA,NA,Other,SE,0.145,0.145,OtherSkates,Other
372,160875,NA,ROUNDEL SKATE,RAJA TEXANA,NA,Other,SE,0.145,0.145,OtherSkates,Other
373,160953,286,ATLANTIC STINGRAY,DASYATIS SABINA,NA,Other,SE,0.145,0.145,Rays,Other
374,160950,NA,PELAGIC STINGRAY,DASYATIS VIOLACEA,NA,Other,SE,0.145,0.145,Rays,Other
375,160961,NA,SPINY BUTTERFLY RAY,GYMNURA ALTAVELA,NA,Other,SE,0.145,0.145,Rays,Other
376,160962,NA,SMOOTH BUTTERFLY RAY,GYMNURA MICRURA,NA,Other,SE,0.145,0.145,Rays,Other
377,160965,NA,YELLOW STINGRAY,UROLOPHUS JAMAICENSIS,NA,Other,SE,0.145,0.145,Rays,Other
378,160982,NA,SOUTHERN EAGLE RAY,MYLIOBATIS GOODEI,NA,Other,SE,0.145,0.145,Rays,Other
379,161069,422,SHORTNOSE STURGEON,ACIPENSER BREVIROSTRUM,NA,Other,NA,0.175,0.175,Sturgeon,Other
380,573257,NA,ATLANTIC STURGEON,ACIPENSER OXYRHYNCHUS,NA,Other,NA,0.175,0.175,Sturgeon,Other
381,161111,268,LADYFISH,ELOPS SAURUS,NA,Other,NA,0.175,0.175,OtherPelagics,Other
382,161116,435,TARPON,MEGALOPS ATLANTICUS,NA,Other,NA,0.175,0.175,OtherPelagics,Other
383,161121,NA,BONEFISH,ALBULA VULPES,NA,Other,NA,0.175,0.175,SouthernDemersals,Other
384,161127,115,AMERICAN EEL,ANGUILLA ROSTRATA,NA,Other,NA,0.175,0.175,OtherDemersals,Other
385,161169,NA,PYGMY MORAY,ANARCHIAS SIMILIS,NA,Other,NA,0.175,0.175,SouthernDemersals,Other
386,161188,NA,SPOTTED MORAY,GYMNOTHORAX MORINGA,NA,Other,NA,0.175,0.175,SouthernDemersals,Other
387,161189,NA,BLACKEDGE MORAY,GYMNOTHORAX NIGROMARGINATUS,NA,Other,NA,0.175,0.175,SouthernDemersals,Other
388,161160,117,MORAY UNCL,MURAENIDAE,NA,Other,NA,0.175,0.175,SouthernDemersals,Other
389,161344,NA,BANDTOOTH CONGER,ARIOSOMA BALEARICUM,NA,Other,NA,0.175,0.175,SouthernDemersals,Other
390,161324,NA,CONGER EEL UNCL,CONGRIDAE,NA,Other,NA,0.175,0.175,OtherDemersals,Other
391,161435,NA,SHORTTAIL SNAKE EEL,CALLECHELYS GUINIENSIS,NA,Other,NA,0.175,0.175,OtherDemersals,Other
392,161441,NA,SAILFIN EEL,LETHARCHUS VELIFER,NA,Other,NA,0.175,0.175,OtherDemersals,Other
393,161453,NA,SPECKLED WORM EEL,MYROPHIS PUNCTATUS,NA,Other,NA,0.175,0.175,OtherDemersals,Other
394,161551,NA,SPOTTED SPOON-NOSE EEL,ECHIOPHIS INTERTINCTUS,NA,Other,NA,0.175,0.175,OtherDemersals,Other
395,161462,NA,SHRIMP EEL,OPHICHTHUS GOMESI,NA,Other,NA,0.175,0.175,OtherDemersals,Other
396,161481,NA,PALESPOTTED EEL,OPHICHTHUS PUNCTICEPS,NA,Other,NA,0.175,0.175,OtherDemersals,Other
397,161534,NA,ACADEMY EEL,APTERICHTUS ANSP,NA,Other,NA,0.175,0.175,OtherDemersals,Other
398,161536,NA,FINLESS EEL,APTERICHTUS KENDALLI,NA,Other,NA,0.175,0.175,OtherDemersals,Other
399,161550,NA,SPOON-NOSE EEL UNCL,ECHIOPHIS ,NA,Other,NA,0.175,0.175,OtherDemersals,Other
400,NA,NA,SEA SCALLOP CLAPPER,PLACOPECTEN MAGELLANICUS CLAPPER,NA,Other,NA,0.175,0.175,Megabenthos,Other
401,79718,800,SEA SCALLOP,PLACOPECTEN MAGELLANICUS,NEFMC,Benthos,NA,0.175,0.175,AtlScallop,Benthos
402,79737,799,BAY SCALLOP,ARGOPECTEN IRRADIANS,NA,Other,NA,0.175,0.175,Megabenthos,Other
403,80944,769,ATLANTIC SURFCLAM,SPISULA SOLIDISSIMA,MAFMC,Benthos,NA,0.175,0.175,SurfClam,Benthos
404,79734,797,ATLANTIC CALICO SCALLOP,ARGOPECTEN GIBBUS,NA,Other,NA,0.175,0.175,Megabenthos,Other
405,81962,NA,DUCK-BILL SHELL UNCL,THRACIA ,NA,Other,NA,0.175,0.175,Megabenthos,Other
406,NA,NA,ATLANTIC SURFCLAM CLAPPER,SPISULA SOLIDISSIMA CLAPPER,NA,Other,NA,0.175,0.175,Megabenthos,Other
407,80983,765,ARCTIC SURFCLAM,MACTROMERIS POLYNYMA,NA,Other,NA,0.175,0.175,Megabenthos,Other
408,NA,NA,ARCTIC SURFCLAM CLAPPER,MACTROMERIS POLYNYMA CLAPPER,NA,Other,NA,0.175,0.175,Megabenthos,Other
409,81343,754,OCEAN QUAHOG,ARCTICA ISLANDICA,MAFMC,Benthos,NA,0.175,0.175,OceanQuahog,Benthos
410,NA,NA,OCEAN QUAHOG CLAPPER,ARCTICA ISLANDICA CLAPPER,NA,Other,NA,0.175,0.175,Megabenthos,Other
411,81499,NA,SOUTHERN QUAHOG,MERCENARIA CAMPECHIENSIS,NA,Other,NA,0.175,0.175,Megabenthos,Other
412,NA,NA,SOUTHERN QUAHOG CLAPPER,MERCENARIA CAMPECHIENSIS CLAPPER,NA,Other,NA,0.175,0.175,Megabenthos,Other
413,81496,748,NORTHERN QUAHOG,MERCENARIA MERCENARIA,NA,Other,NA,0.175,0.175,Macrobenthos,Other
413,81496,751,NORTHERN QUAHOG,MERCENARIA MERCENARIA,NA,Other,NA,0.175,0.175,Megabenthos,Other
414,NA,NA,NORTHERN QUAHOG CLAPPER,MERCENARIA MERCENARIA CLAPPER,NA,Other,NA,0.175,0.175,Megabenthos,Other
415,81501,764,FALSE QUAHOG,PITAR MORRHUANUS,NA,Other,NA,0.175,0.175,Macrobenthos,Other
416,81006,NA,RAZOR AND JACKKNIFE CLAM UNCL,SOLENIDAE,NA,Other,NA,0.175,0.175,Megabenthos,Other
417,81763,NA,NORTHERN PROPELLER CLAM,CYRTODARIA SILIQUA,NA,Other,NA,0.175,0.175,Megabenthos,Other
418,80879,NA,GREENLAND COCKLE,SERRIPES GROENLANDICUS,NA,Other,NA,0.175,0.175,Megabenthos,Other
419,80744,NA,NORTHERN CYCLOCARDIA,CYCLOCARDIA BOREALIS,NA,Other,NA,0.175,0.175,Megabenthos,Other
420,80801,NA,SMOOTH ASTARTE,ASTARTE CASTANEA,NA,Other,NA,0.175,0.175,Megabenthos,Other
421,166443,NA,PIPEFISH SEAHORSE UNCL,SYNGNATHIDAE,NA,Other,NA,0.175,0.175,OtherDemersals,Other
422,166309,526,BOARFISH UNCL,CAPROIDAE,NA,Other,NA,0.175,0.175,Freshwater,Other
423,165984,363,SILVERSIDE UNCL,ATHERINIDAE,NA,Other,NA,0.175,0.175,SmPelagics,Other
425,161419,NA,SNAKE EEL UNCL,OPHICHTHIDAE,NA,Other,NA,0.175,0.175,OtherDemersals,Other
426,161737,134,GIZZARD SHAD,DOROSOMA CEPEDIANUM,NA,Other,NA,0.175,0.175,OtherPelagics,Other
427,161759,NA,DWARF HERRING,JENKINSIA LAMPROTAENIA,NA,Other,NA,0.175,0.175,OtherPelagics,Other
428,161748,174,ATLANTIC THREAD HERRING,OPISTHONEMA OGLINUM,NA,Other,NA,0.175,0.175,OtherPelagics,Other
429,161763,172,SPANISH SARDINE,SARDINELLA AURITA,NA,Other,NA,0.175,0.175,SmPelagics,Other
430,161857,NA,FLAT ANCHOVY,ANCHOVIELLA PERFASCIATA,NA,Other,NA,0.175,0.175,SmPelagics,Other
431,161989,415,RAINBOW TROUT,ONCORHYNCHUS MYKISS,NA,Other,NA,0.175,0.175,Freshwater,Other
432,161997,NA,BROWN TROUT,SALMO TRUTTA,NA,Other,NA,0.175,0.175,Freshwater,Other
433,162408,NA,LARGESCALE LIZARDFISH,SAURIDA BRASILIENSIS,NA,Other,BO,0.145,0.145,OtherDemersals,Other
434,162411,NA,SHORTJAW LIZARDFISH,SAURIDA NORMANI,NA,Other,NA,0.175,0.175,OtherDemersals,Other
435,162376,526,INSHORE LIZARDFISH,SYNODUS FOETENS,NA,Other,NA,0.175,0.175,Freshwater,Other
436,162377,NA,SAND DIVER,SYNODUS INTERMEDIUS,NA,Other,NA,0.175,0.175,OtherDemersals,Other
437,162379,NA,OFFSHORE LIZARDFISH,SYNODUS POEYI,NA,Other,NA,0.175,0.175,OtherDemersals,Other
438,162382,NA,RED LIZARDFISH,SYNODUS SYNODUS,NA,Other,NA,0.175,0.175,OtherDemersals,Other
439,162420,NA,SNAKEFISH,TRACHINOCEPHALUS MYOPS,NA,Other,NA,0.175,0.175,OtherDemersals,Other
440,162527,NA,LONGNOSE LANCETFISH,ALEPISAURUS FEROX,NA,Other,NA,0.175,0.175,OtherDemersals,Other
441,164165,NA,HARDHEAD CATFISH,ARIUS FELIS,NA,Other,NA,0.175,0.175,Freshwater,Other
442,164159,NA,GAFFTOPSAIL CATFISH,BAGRE MARINUS,NA,Other,BO,0.145,0.145,Freshwater,Other
443,164425,NA,LEOPARD TOADFISH,OPSANUS PARDUS,NA,Other,BO,0.145,0.145,OtherDemersals,Other
444,164421,NA,ATLANTIC MIDSHIPMAN,PORICHTHYS PLECTRODON,NA,Other,BO,0.145,0.145,OtherDemersals,Other
445,164524,NA,OCELLATED FROGFISH,ANTENNARIUS OCELLATUS,NA,Other,NA,0.175,0.175,OtherDemersals,Other
446,164525,NA,SINGLESPOT FROGFISH,ANTENNARIUS RADIOSUS,NA,Other,NA,0.175,0.175,OtherDemersals,Other
447,164556,NA,STRIATED FROGFISH,ANTENNARIUS STRIATUS,NA,Other,NA,0.175,0.175,OtherDemersals,Other
448,164520,NA,SARGASSUMFISH,HISTRIO HISTRIO,NA,Other,NA,0.175,0.175,OtherDemersals,Other
449,164594,NA,PANCAKE BATFISH,HALIEUTICHTHYS ACULEATUS,NA,Other,NA,0.175,0.175,OtherDemersals,Other
450,164576,NA,SHORTNOSE BATFISH,OGCOCEPHALUS NASUTUS,NA,Other,NA,0.175,0.175,OtherDemersals,Other
451,164578,NA,ROUGHBACK BATFISH,OGCOCEPHALUS PARVUS,NA,Other,NA,0.175,0.175,OtherDemersals,Other
452,164573,NA,BATFISH UNCL,OGCOCEPHALIDAE,NA,Other,NA,0.175,0.175,OtherDemersals,Other
453,164720,453,ATLANTIC TOMCOD,MICROGADUS TOMCOD,NA,Other,NA,0.175,0.175,OtherDemersals,Other
454,164736,NA,CAROLINA HAKE,UROPHYCIS EARLLII ,NA,Other,NA,0.175,0.175,SouthernDemersals,Other
455,164737,661,SOUTHERN HAKE,UROPHYCIS FLORIDANA,NA,Other,NA,0.175,0.175,SouthernDemersals,Other
456,164818,114,BEARDED BROTULA,BROTULA BARBATA,NA,Other,NA,0.175,0.175,OtherDemersals,Other
457,164827,NA,MOTTLED CUSK-EEL,LEPOPHIDIUM JEANNAE,NA,Other,NA,0.175,0.175,OtherDemersals,Other
458,164841,NA,BLOTCHED CUSK-EEL,OPHIDION GRAYI,NA,Other,BG,0.199,0.206,OtherDemersals,Other
459,164842,NA,BANK CUSK-EEL,OPHIDION HOLBROOKI,NA,Other,NA,0.175,0.175,OtherDemersals,Other
460,164844,NA,CRESTED CUSK-EEL,OPHIDION WELSHI,NA,Other,BG,0.199,0.206,OtherDemersals,Other
461,164807,253,CUSK-EEL UNCL,OPHIDIIDAE,NA,Other,NA,0.175,0.175,OtherDemersals,Other
462,165096,NA,PEARLFISH,CARAPUS BERMUDENSIS,NA,Other,NA,0.175,0.175,OtherDemersals,Other
463,165436,NA,MARGINED FLYINGFISH,CYPSELURUS CYANOPTERUS,NA,Other,NA,0.175,0.175,OtherPelagics,Other
464,165438,NA,SPOTFIN FLYINGFISH,CYPSELURUS FURCATUS,NA,Other,NA,0.175,0.175,OtherPelagics,Other
465,165447,NA,ATLANTIC FLYINGFISH,CYPSELURUS MELANURUS,NA,Other,NA,0.175,0.175,OtherPelagics,Other
466,165503,NA,FLYING HALFBEAK,EULEPTORHAMPHUS VELOX,NA,Other,NA,0.175,0.175,OtherPelagics,Other
467,165507,NA,OCEANIC TWO-WING FLYINGFISH,EXOCOETUS OBTUSIROSTRIS,NA,Other,NA,0.175,0.175,OtherPelagics,Other
468,165460,NA,BALLYHOO,HEMIRAMPHUS BRASILIENSIS,NA,Other,NA,0.175,0.175,OtherPelagics,Other
469,165516,NA,FOURWING FLYINGFISH,HIRUNDICHTHYS AFFINIS,NA,Other,NA,0.175,0.175,OtherPelagics,Other
470,165524,NA,BLUNTNOSE FLYINGFISH,PROGNICHTHYS GIBBIFRONS,NA,Other,NA,0.175,0.175,OtherPelagics,Other
471,165551,19,ATLANTIC NEEDLEFISH,STRONGYLURA MARINA,NA,Other,NA,0.175,0.175,OtherPelagics,Other
472,165631,NA,SHEEPSHEAD MINNOW,CYPRINODON VARIEGATUS,NA,Other,NA,0.175,0.175,OtherDemersals,Other
473,165647,237,MUMMICHOG,FUNDULUS HETEROCLITUS,NA,Other,NA,0.175,0.175,OtherDemersals,Other
474,165649,NA,STRIPED KILLIFISH,FUNDULUS MAJALIS,NA,Other,NA,0.175,0.175,OtherDemersals,Other
475,165989,NA,ROUGH SILVERSIDE,MEMBRAS MARTINICA,NA,Other,NA,0.175,0.175,SmPelagics,Other
476,165993,NA,TIDEWATER SILVERSIDE,MENIDIA BERYLLINA,NA,Other,NA,0.175,0.175,OtherDemersals,Other
477,166251,NA,SPINYCHEEK SOLDIERFISH,CORNIGER SPINOSUS,NA,Other,NA,0.175,0.175,SouthernDemersals,Other
478,166172,NA,SQUIRRELFISH,HOLOCENTRUS ADSCENSIONIS,NA,Other,NA,0.175,0.175,SouthernDemersals,Other
479,622109,NA,DEEPWATER SQUIRRELFISH,SARGOCENTRON BULLISI ,NA,Other,NA,0.175,0.175,SouthernDemersals,Other
480,166173,NA,LONGSPINE SQUIRRELFISH,HOLOCENTRUS RUFUS,NA,Other,NA,0.175,0.175,SouthernDemersals,Other
481,622110,NA,DUSKY SQUIRRELFISH,SARGOCENTRON VEXILLARIUM ,NA,Other,NA,0.175,0.175,SouthernDemersals,Other
482,166211,NA,BLACKBAR SOLDIERFISH,MYRIPRISTIS JACOBUS,NA,Other,NA,0.175,0.175,SouthernDemersals,Other
483,166240,NA,BIGEYE SOLDIERFISH,OSTICHTHYS TRACHYPOMA,NA,Other,NA,0.175,0.175,SouthernDemersals,Other
484,166245,NA,CARDINAL SOLDIERFISH,PLECTRYPOPS RETROSPINIS,NA,Other,NA,0.175,0.175,SouthernDemersals,Other
485,166170,24,SQUIRRELFISH UNCL,HOLOCENTRIDAE,NA,Other,NA,0.175,0.175,SouthernDemersals,Other
486,166312,NA,SHORTSPINE BOARFISH,ANTIGONIA COMBATIA,NA,Other,NA,0.175,0.175,SouthernDemersals,Other
487,166338,NA,UNICORNFISH,EUMECICHTHYS FISKI,NA,Other,NA,0.175,0.175,SouthernDemersals,Other
488,166397,NA,FOURSPINE STICKLEBACK,APELTES QUADRACUS,NA,Other,NA,0.175,0.175,SouthernDemersals,Other
489,166417,NA,RED CORNETFISH,FISTULARIA PETIMBA,NA,Other,NA,0.175,0.175,SouthernDemersals,Other
490,166415,NA,CORNETFISH UNCL,FISTULARIA ,NA,Other,NA,0.175,0.175,SouthernDemersals,Other
491,166597,NA,WHITENOSE PIPEFISH,COSMOCAMPUS ALBIROSTRIS,NA,Other,NA,0.175,0.175,OtherDemersals,Other
492,166488,NA,LINED SEAHORSE,HIPPOCAMPUS ERECTUS,NA,Other,NA,0.175,0.175,OtherDemersals,Other
493,166492,NA,LONGSNOUT SEAHORSE,HIPPOCAMPUS REIDI,NA,Other,NA,0.175,0.175,OtherDemersals,Other
494,166446,NA,DUSKY PIPEFISH,SYNGNATHUS FLORIDAE,NA,Other,NA,0.175,0.175,OtherDemersals,Other
495,166452,NA,CHAIN PIPEFISH,SYNGNATHUS LOUISIANAE,NA,Other,NA,0.175,0.175,OtherDemersals,Other
496,166455,NA,BULL PIPEFISH,SYNGNATHUS SPRINGERI,NA,Other,NA,0.175,0.175,SouthernDemersals,Other
497,167648,NA,COMMON SNOOK,CENTROPOMUS UNDECIMALIS,NA,Other,NA,0.175,0.175,SouthernDemersals,Other
498,167745,NA,MUTTON HAMLET,EPINEPHELUS AFER,NA,Other,NA,0.175,0.175,SouthernDemersals,Other
499,167770,NA,CRIMSON BASS,ANTHIAS ASPERILINGUIS,NA,Other,NA,0.175,0.175,SouthernDemersals,Other
500,167771,NA,YELLOWFIN BASS,ANTHIAS NICHOLSI,NA,Other,NA,0.175,0.175,SouthernDemersals,Other
501,82326,NA,SQUID CUTTLEFISH AND OCTOPOD UNCL,CEPHALOPODA,NA,Benthivore,NA,0.175,0.175,OtherCephalopods,Benthivore
502,82521,802,NORTHERN SHORTFIN SQUID,ILLEX ILLECEBROSUS,MAFMC,Macroplanktivore,NA,0.175,0.175,Illex,Planktivore
503,82372,801,LONGFIN SQUID,LOLIGO PEALEII,MAFMC,Macroplanktivore,NA,0.175,0.175,Loligo,Planktivore
504,82379,NA,ATLANTIC BRIEF SQUID,LOLLIGUNCULA BREVIS,NA,Other,NA,0.175,0.175,OtherCephalopods,Other
505,82373,NA,ARROW SQUID,LOLIGO PLEI,NA,Other,NA,0.175,0.175,OtherCephalopods,Other
506,82335,NA,BOBTAIL UNCL,SEPIOLIDAE,NA,Other,NA,0.175,0.175,OtherCephalopods,Other
507,82340,NA,LESSER SHINING BOBTAIL,SEMIROSSIA TENERA,NA,Other,NA,0.175,0.175,OtherCephalopods,Other
508,82355,NA,SHIELD BOBTAIL,STOLOTEUTHIS LEUCOPTERA,NA,Other,NA,0.175,0.175,OtherCephalopods,Other
509,82407,NA,RUPPELL'S ABRALIA,ABRALIA VERANYI,NA,Other,NA,0.175,0.175,OtherCephalopods,Other
510,82589,NA,OCTOPUS UNCL,OCTOPODA,NA,Other,NA,0.175,0.175,OtherCephalopods,Other
511,82603,NA,COMMON OCTOPUS,OCTOPUS VULGARIS,NA,Other,NA,0.175,0.175,OtherCephalopods,Other
512,82636,NA,SPOONARM OCTOPUS,BATHYPOLYPUS ARCTICUS,NA,Other,NA,0.175,0.175,OtherCephalopods,Other
513,82652,NA,UNICORN OCTOPUS,SCAEURGUS UNICIRRHUS,NA,Other,NA,0.175,0.175,OtherCephalopods,Other
514,82353,NA,VERRILL'S BOBTAIL,ROSSIA MEGAPTERA,NA,Other,NA,0.175,0.175,OtherCephalopods,Other
515,82348,NA,OWEN'S BOBTAIL,ROSSIA PALPEBROSA,NA,Other,NA,0.175,0.175,OtherCephalopods,Other
516,98721,NA,BLOTCHED SWIMMING CRAB,PORTUNUS SPINIMANUS,NA,Other,NA,0.175,0.175,Megabenthos,Other
517,98694,NA,BATHYAL SWIMMING CRAB,BATHYNECTES LONGISPINA,NA,Other,NA,0.175,0.175,Megabenthos,Other
518,98691,NA,SPECKLED SWIMMING CRAB,ARENAEUS CRIBRARIUS,NA,Other,NA,0.175,0.175,Megabenthos,Other
519,NA,NA,NORTHERN SHORTFIN SQUID EGG MOPS,ILLEX ILLECEBROSUS EGG MOPS,NA,Other,NA,0.175,0.175,OtherCephalopods,Other
520,NA,NA,LONGFIN SQUID EGG MOPS,LOLIGO PEALEII EGG MOPS,NA,Other,NA,0.175,0.175,OtherCephalopods,Other
523,167846,NA,SCHOOL BASS,SCHULTZEA BETA,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
524,167762,141,YELLOWMOUTH GROUPER,MYCTEROPERCA INTERSTITIALIS,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
526,167690,328,BANK SEA BASS,CENTROPRISTIS OCYURUS,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
527,167691,333,ROCK SEA BASS,CENTROPRISTIS PHILADELPHICA,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
528,167743,NA,MARBLED GROUPER,EPINEPHELUS INERMIS,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
529,167796,NA,DWARF SAND PERCH,DIPLECTRUM BIVITTATUM,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
530,167793,311,SAND PERCH,DIPLECTRUM FORMOSUM,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
531,167696,28,ROCK HIND,EPINEPHELUS ADSCENSIONIS,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
532,167698,29,SPECKLED HIND,EPINEPHELUS DRUMMONDHAYI,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
533,167699,142,YELLOWEDGE GROUPER,EPINEPHELUS FLAVOLIMBATUS,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
534,167700,32,RED HIND,EPINEPHELUS GUTTATUS,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
535,167702,26,RED GROUPER,EPINEPHELUS MORIO,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
536,167704,141,WARSAW GROUPER,EPINEPHELUS NIGRITUS,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
537,167705,146,SNOWY GROUPER,EPINEPHELUS NIVEATUS,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
538,167706,NA,NASSAU GROUPER,EPINEPHELUS STRIATUS,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
539,167801,337,RED BARBIER,HEMANTHIAS VIVANUS,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
540,167760,141,BLACK GROUPER,MYCTEROPERCA BONACI,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
541,167759,141,GAG,MYCTEROPERCA MICROLEPIS,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
542,167763,145,SCAMP,MYCTEROPERCA PHENAX,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
543,167764,141,YELLOWFIN GROUPER,MYCTEROPERCA VENENOSA,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
544,167931,NA,ROUGHTONGUE BASS,HOLANTHIAS MARTINICENSIS,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
545,167838,141,CREOLE-FISH,PARANTHIAS FURCIFER,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
546,167803,NA,STREAMER BASS,HEMANTHIAS AUREORUBENS,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
547,167848,NA,PYGMY SEA BASS,SERRANICULUS PUMILIO,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
548,167850,NA,ORANGEBACK BASS,SERRANUS ANNULARIS,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
549,167851,NA,BLACKEAR BASS,SERRANUS ATROBRANCHUS,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
550,167852,NA,LANTERN BASS,SERRANUS BALDWINI,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
551,167856,NA,SADDLE BASS,SERRANUS NOTOSPILUS,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
552,167857,NA,TATTLER,SERRANUS PHOEBE,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
553,167858,NA,BELTED SANDFISH,SERRANUS SUBLIGARIUS,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
554,167674,141,SEA BASS UNCL,SERRANIDAE,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
555,167985,NA,FRECKLED SOAPFISH,RYPTICUS BISTRISPINUS,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
556,168179,NA,GLASSEYE SNAPPER,PRIACANTHUS CRUENTATUS,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
557,168190,NA,SHORT BIGEYE,PRISTIGENYS ALTA,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
558,168204,NA,FLAMEFISH,APOGON MACULATUS,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
559,168207,NA,TWOSPOT CARDINALFISH,APOGON PSEUDOMACULATUS,NA,Other,SC,0.145,0.145,SouthernDemersals,Other
562,168541,NA,BLACKLINE TILEFISH,CAULOLATILUS CYANOPS,NA,Other,SC,0.145,0.145,Tilefish,Other
563,168566,57,COBIA,RACHYCENTRON CANADUM,NA,Other,NA,0.175,0.175,OtherDemersals,Other
564,168575,NA,SHARKSUCKER,ECHENEIS NAUCRATES,NA,Other,NA,0.175,0.175,OtherDemersals,Other
565,168572,NA,SPEARFISH REMORA,REMORA BRACHYPTERA,NA,Other,NA,0.175,0.175,OtherDemersals,Other
566,168570,NA,MARLINSUCKER,REMORA OSTEOCHIR,NA,Other,NA,0.175,0.175,OtherDemersals,Other
567,168571,NA,REMORA,REMORA REMORA,NA,Other,NA,0.175,0.175,OtherDemersals,Other
568,168602,526,AFRICAN POMPANO,ALECTIS CILIARIS,NA,Other,NA,0.175,0.175,Freshwater,Other
569,168606,NA,YELLOW JACK,CARANX BARTHOLOMAEI,NA,Other,NA,0.175,0.175,OtherPelagics,Other
570,168609,87,CREVALLE JACK,CARANX HIPPOS,NA,Other,NA,0.175,0.175,OtherPelagics,Other
571,168610,NA,HORSE-EYE JACK,CARANX LATUS,NA,Other,NA,0.175,0.175,OtherPelagics,Other
572,168614,NA,BAR JACK,CARANX RUBER,NA,Other,NA,0.175,0.175,OtherPelagics,Other
573,168670,NA,ATLANTIC BUMPER,CHLOROSCOMBRUS CHRYSURUS,NA,Other,NA,0.175,0.175,OtherPelagics,Other
574,168738,NA,RAINBOW RUNNER,ELAGATIS BIPINNULATA,NA,Other,NA,0.175,0.175,OtherPelagics,Other
575,168740,NA,BLUNTNOSE JACK,HEMICARANX AMBLYRHYNCHUS,NA,Other,NA,0.175,0.175,OtherPelagics,Other
576,168742,526,PILOTFISH,NAUCRATES DUCTOR,NA,Other,NA,0.175,0.175,Freshwater,Other
577,168673,NA,LEATHERJACK,OLIGOPLITES SAURUS,NA,Other,NA,0.175,0.175,OtherPelagics,Other
578,168691,526,ALMACO JACK,SERIOLA RIVOLIANA,NA,Other,NA,0.175,0.175,Freshwater,Other
