"","Group","Year","Stdev","Value","Type","Scale"
"84","AtlHalibut",2014,0.0300751336029967,0.0300751336029967,"absolute",1
"85","AtlHalibut",2015,0.00125763609526365,0.00127313728709126,"absolute",1
"86","AtlHalibut",2016,0.003327556849205,0.003327556849205,"absolute",1
"87","AtlHerring",1985,0.00983847415674674,1.01660511973559,"absolute",1
"88","AtlHerring",1986,0.11397939619833,12.0753429463799,"absolute",1
"89","AtlHerring",1987,1.39553671349363,84.444581856351,"absolute",1
"90","AtlHerring",1988,4.2273697549392,294.004854170918,"absolute",1
"91","AtlHerring",1989,0.314710039410712,20.6824501027119,"absolute",1
"92","AtlHerring",1990,1.20417532944364,75.3408198510355,"absolute",1
"93","AtlHerring",1991,0.0624798223059784,4.37649223584011,"absolute",1
"94","AtlHerring",1992,1.2310489866174,187.052907570824,"absolute",1
"95","AtlHerring",1993,3.92355880460026,244.76293801221,"absolute",1
"96","AtlHerring",1994,0.984945308253703,96.9413277728949,"absolute",1
"97","AtlHerring",1995,2.65220396017916,368.658680759328,"absolute",1
"98","AtlHerring",1996,4.69893284260235,378.643389944632,"absolute",1
"99","AtlHerring",1997,5.25045136385378,351.393573416951,"absolute",1
"100","AtlHerring",1998,0.563556096829209,104.854021475933,"absolute",1
"101","AtlHerring",1999,0.575582696214353,51.8581665893444,"absolute",1
"102","AtlHerring",2000,2.26254348901989,166.339870765999,"absolute",1
"103","AtlHerring",2001,0.4448483291656,44.4437513949844,"absolute",1
"104","AtlHerring",2002,0.0681894618957295,6.96735162066726,"absolute",1
"105","AtlHerring",2003,2.41384337042161,220.279021485347,"absolute",1
"106","AtlHerring",2004,0.696186815770759,76.8667486856605,"absolute",1
"107","AtlHerring",2005,1.29926772563826,99.0107956393956,"absolute",1
"108","AtlHerring",2006,0.0142153719271103,1.59426936224461,"absolute",1
"109","AtlHerring",2007,1.71141889863598,123.803908903666,"absolute",1
"110","AtlHerring",2008,0.310928743780138,29.6770108126416,"absolute",1
"111","AtlHerring",2009,9.63481066709298,529.097960646648,"absolute",1
"112","AtlHerring",2010,1.28453985717748,173.304889994457,"absolute",1
"113","AtlHerring",2011,2.22795597404404,160.510498127609,"absolute",1
"114","AtlHerring",2012,1.33846076767395,161.223676217523,"absolute",1
"115","AtlHerring",2013,0.0196650810871605,2.46355443205392,"absolute",1
"116","AtlHerring",2014,1.22080255256499,84.6358988856844,"absolute",1
"117","AtlHerring",2015,0.377320208843045,34.1145199273267,"absolute",1
"118","AtlHerring",2016,34.9047622958471,2071.40537461666,"absolute",1
"119","AtlHerring",2017,3.05856899460959,173.291063087822,"absolute",1
"120","AtlHerring",2018,1.49684681802998,82.5696539324096,"absolute",1
"121","AtlHerring",2019,0.480452709022488,50.9055136304636,"absolute",1
"122","AtlMackerel",1985,0.000929736400856487,0.028891102491468,"absolute",1
"123","AtlMackerel",1986,0.00403556239397404,0.124811404979228,"absolute",1
"124","AtlMackerel",1987,0.00126669270523161,0.038871990059573,"absolute",1
"125","AtlMackerel",1988,0.000978475135751279,0.0376097249671733,"absolute",1
"126","AtlMackerel",1989,0.000403439986659052,0.0112930856013933,"absolute",1
"127","AtlMackerel",1990,0.00127019951538074,0.0701949134862292,"absolute",1
"128","AtlMackerel",1991,0.110745551311719,4.11535442844742,"absolute",1
"129","AtlMackerel",1992,0.057322137927618,2.51638561311266,"absolute",1
"130","AtlMackerel",1993,0.0491935228508422,1.34533165439867,"absolute",1
"131","AtlMackerel",1994,0.00904835015600234,0.514356617700436,"absolute",1
"132","AtlMackerel",1995,0.0310129732129252,1.29877644773655,"absolute",1
"133","AtlMackerel",1996,0.0412960823600207,1.15328128308413,"absolute",1
"134","AtlMackerel",1997,0.948056369054943,21.1855074240256,"absolute",1
"135","AtlMackerel",1998,0.0405373714477017,1.96984950098592,"absolute",1
"136","AtlMackerel",1999,0.104933443254225,2.72916377180905,"absolute",1
"137","AtlMackerel",2000,0.0188567126009503,1.01467313553388,"absolute",1
"138","AtlMackerel",2001,0.152638695005024,3.55653361250419,"absolute",1
"139","AtlMackerel",2002,0.00292933730797619,0.0934504588586527,"absolute",1
"140","AtlMackerel",2003,0.153799367495394,4.77680969991395,"absolute",1
"141","AtlMackerel",2004,0.0537622376589462,1.57502275319701,"absolute",1
"142","AtlMackerel",2005,0.000244798665620517,0.0193906311452041,"absolute",1
"143","AtlMackerel",2006,0.000137306289956581,0.00398344950002876,"absolute",1
"144","AtlMackerel",2007,0.0179015434372906,0.618727649414852,"absolute",1
"145","AtlMackerel",2008,0.0155035528270862,0.457799062783243,"absolute",1
"146","AtlMackerel",2009,0.0484777771498422,1.64993120667091,"absolute",1
"147","AtlMackerel",2010,0.00517988941782064,0.127159139714278,"absolute",1
"148","AtlMackerel",2011,0.00931409715258786,0.393525666480112,"absolute",1
"149","AtlMackerel",2012,0.1092830241314,2.38103480639355,"absolute",1
"150","AtlMackerel",2013,0.0011240662676788,0.0500167636844382,"absolute",1
"151","AtlMackerel",2014,0.188238454223743,4.39035395492213,"absolute",1
"152","AtlMackerel",2015,0.274156580221447,9.68792988609889,"absolute",1
"153","AtlMackerel",2016,0.254844970540743,10.5624522563082,"absolute",1
"154","AtlMackerel",2017,0.108524184655761,9.90902203881926,"absolute",1
"155","AtlMackerel",2018,0.0269408460464385,0.665487672301529,"absolute",1
"156","AtlMackerel",2019,1.47458642304624,30.0318108213851,"absolute",1
"157","AtlScallop",1985,0.0355472281878787,0.0883953751086763,"absolute",1
"158","AtlScallop",1986,0.103467176041353,0.195917777042343,"absolute",1
"159","AtlScallop",1987,0.0422717988639451,0.0790093546188741,"absolute",1
"160","AtlScallop",1988,0.0609143956017346,0.115286566880307,"absolute",1
"161","AtlScallop",1989,0.107121048187773,0.184463050887784,"absolute",1
"162","AtlScallop",1990,0.226605477442549,0.325541034635502,"absolute",1
"163","AtlScallop",1991,0.0196719088075616,0.0480830810611279,"absolute",1
"164","AtlScallop",1992,0.069081534575608,0.172801776423363,"absolute",1
"165","AtlScallop",1993,0.192897101449255,0.291425379096334,"absolute",1
"166","AtlScallop",1994,0.0294336740490117,0.0476362802168972,"absolute",1
"167","AtlScallop",1995,0.0202600112234217,0.0596457173565313,"absolute",1
"168","AtlScallop",1996,0.0585473791582649,0.146027800038222,"absolute",1
"169","AtlScallop",1997,0.141083415438455,0.253461872809721,"absolute",1
"170","AtlScallop",1998,0.0271092689370898,0.0761061347573294,"absolute",1
"171","AtlScallop",1999,0.770236618253861,1.5387442507778,"absolute",1
"172","AtlScallop",2000,0.0202137713205154,0.0718336716232689,"absolute",1
"173","AtlScallop",2001,1.72155959225336,2.73451831762428,"absolute",1
"174","AtlScallop",2002,0.919070764395123,1.67246584712229,"absolute",1
"175","AtlScallop",2003,0.13907366783787,0.298650505040642,"absolute",1
"176","AtlScallop",2004,0.0296508048160412,0.0953295421515949,"absolute",1
"177","AtlScallop",2005,0.0311673018884744,0.10503783183439,"absolute",1
"178","AtlScallop",2006,0.208450048244563,0.431092700229195,"absolute",1
"179","AtlScallop",2007,0.241211082353661,0.5350301462141,"absolute",1
"180","AtlScallop",2008,0.400297123682455,0.637555006318533,"absolute",1
"181","AtlScallop",2009,0.141181118873587,0.294386554129751,"absolute",1
"182","AtlScallop",2010,0.100414200345266,0.168408524443055,"absolute",1
"183","AtlScallop",2011,0.0841368022113205,0.241408485040532,"absolute",1
"184","AtlScallop",2012,0.0391579553272102,0.137793287239595,"absolute",1
"185","AtlScallop",2013,0.0596394264148882,0.196748805611705,"absolute",1
"186","AtlScallop",2014,0.238529374545219,0.742197884305933,"absolute",1
"187","AtlScallop",2015,0.691999262493676,1.02772751617433,"absolute",1
"188","AtlScallop",2016,0.161064024283591,0.360703175226485,"absolute",1
"189","AtlScallop",2017,0.596394281198501,1.02858245714658,"absolute",1
"190","AtlScallop",2018,0.0291964966184525,0.0663108937534133,"absolute",1
"191","AtlScallop",2019,0.241326075771655,0.66454830740397,"absolute",1
"192","Barndoor",1985,0.002254401544259,0.00225440154425901,"absolute",1
"193","Barndoor",1986,0.0139110532611291,0.017080858266617,"absolute",1
"194","Barndoor",1987,0.00545726126426125,0.00804737272733087,"absolute",1
"195","Barndoor",1989,0.00274448883648922,0.00274448883648923,"absolute",1
"196","Barndoor",1990,0.0147677451705732,0.0163686591472616,"absolute",1
"197","Barndoor",1991,0.00352862850405756,0.00352862850405758,"absolute",1
"198","Barndoor",1993,0.0445231935920787,0.0519831527784789,"absolute",1
"199","Barndoor",1994,0.00926424441015417,0.0135064104514085,"absolute",1
"200","Barndoor",1995,0.0355478721268828,0.0649820229194152,"absolute",1
"201","Barndoor",1996,0.0043489750535014,0.00614932665020453,"absolute",1
"202","Barndoor",1997,0.0225735810079811,0.0303953195793825,"absolute",1
"203","Barndoor",1998,0.0373312109309427,0.0524192805367844,"absolute",1
"204","Barndoor",1999,0.0398482938036495,0.08146958172334,"absolute",1
"205","Barndoor",2000,0.0596285325186264,0.120505312930106,"absolute",1
"206","Barndoor",2001,0.143450980680477,0.280697362675761,"absolute",1
"207","Barndoor",2002,0.0965664592445952,0.355122230710479,"absolute",1
"208","Barndoor",2003,0.0766194325637046,0.213832402407692,"absolute",1
"209","Barndoor",2004,0.150462113466133,0.622420883000031,"absolute",1
"210","Barndoor",2005,0.159561699769424,0.524658786906329,"absolute",1
"211","Barndoor",2006,0.124744042715856,0.388053650916973,"absolute",1
"212","Barndoor",2007,0.0659292388949811,0.218338457752829,"absolute",1
"213","Barndoor",2008,0.128052522607832,0.448212752813864,"absolute",1
"214","Barndoor",2009,0.071668262844335,0.425606206334197,"absolute",1
"215","Barndoor",2010,0.076720798075503,0.418638524028848,"absolute",1
"216","Barndoor",2011,0.0600094400093061,0.366115376337608,"absolute",1
"217","Barndoor",2012,0.164133085525034,0.626615315987268,"absolute",1
"218","Barndoor",2013,0.0932707460441863,0.322121794383714,"absolute",1
"219","Barndoor",2014,0.239559462554176,0.419971407547053,"absolute",1
"220","Barndoor",2015,0.391951329393394,0.777166203533083,"absolute",1
"221","Barndoor",2016,0.0329768252663388,0.205549279068278,"absolute",1
"222","Barndoor",2017,0.07680659552971,0.380156202038563,"absolute",1
"223","Barndoor",2018,0.060508467547681,0.305757755247557,"absolute",1
"224","Barndoor",2019,0.169434125719671,0.494224803759362,"absolute",1
"225","BlackSeaBass",1985,0.00400338312035398,0.023906177331293,"absolute",1
"226","BlackSeaBass",1986,0.000434665251311099,0.00195599363089995,"absolute",1
"227","BlackSeaBass",1987,0.000377556710058225,0.0022266374537373,"absolute",1
"228","BlackSeaBass",1989,0.000441228366011559,0.0033092127450867,"absolute",1
"229","BlackSeaBass",1990,0.00116758036639668,0.00658048091204353,"absolute",1
"230","BlackSeaBass",1991,0,0,"absolute",1
"231","BlackSeaBass",1992,0,0,"absolute",1
"232","BlackSeaBass",1994,0,0,"absolute",1
"233","BlackSeaBass",1995,0,0,"absolute",1
"234","BlackSeaBass",1996,0,0,"absolute",1
"235","BlackSeaBass",1998,0,0,"absolute",1
"236","BlackSeaBass",1999,0.00231316504143478,0.0130572280447,"absolute",1
"237","BlackSeaBass",2000,0.00269493853014148,0.0170897702098426,"absolute",1
"238","BlackSeaBass",2002,0.00153009682701592,0.0114917157573205,"absolute",1
"239","BlackSeaBass",2003,0.00575655941523081,0.0457597938390589,"absolute",1
"240","BlackSeaBass",2004,0.00352982692809247,0.0386516048626126,"absolute",1
"241","BlackSeaBass",2005,0.0148809192306055,0.0787561259965266,"absolute",1
"242","BlackSeaBass",2006,3.31017308271624e-05,0.000317078469980115,"absolute",1
"243","BlackSeaBass",2007,0.00240204710179414,0.012483423660776,"absolute",1
"244","BlackSeaBass",2008,0.00262386352373379,0.0160913423794252,"absolute",1
"245","BlackSeaBass",2009,0.00182974369854877,0.0124961622647399,"absolute",1
"246","BlackSeaBass",2010,0.00472403817302267,0.036341265089611,"absolute",1
"247","BlackSeaBass",2011,0.0033380759448482,0.0199189872369045,"absolute",1
"248","BlackSeaBass",2012,4.37131514813307e-06,2.71868233880447e-05,"absolute",1
"249","BlackSeaBass",2013,0.012614555449299,0.0878578068151518,"absolute",1
"250","BlackSeaBass",2014,0.00405224393958443,0.0374678338925677,"absolute",1
"251","BlackSeaBass",2015,0.0107664773558978,0.0545550099225637,"absolute",1
"252","BlackSeaBass",2016,0.0126944368121851,0.122580765109486,"absolute",1
"253","BlackSeaBass",2017,0.000478632885237344,0.00533660423954123,"absolute",1
"254","BlackSeaBass",2018,0.00421442760767555,0.0295044134070427,"absolute",1
"255","BlackSeaBass",2019,0.011120624545998,0.0899540368135166,"absolute",1
"256","Bluefish",1985,0.0445586454913671,0.12687722368008,"absolute",1
"257","Bluefish",1986,0.135557494800683,0.316988463888633,"absolute",1
"258","Bluefish",1987,0.111245384699411,0.304814450947584,"absolute",1
"259","Bluefish",1988,0.0592113089709058,0.18852311087722,"absolute",1
"260","Bluefish",1989,0.0313644124676856,0.096998736587919,"absolute",1
"261","Bluefish",1990,0.069719111754598,0.233403325775092,"absolute",1
"262","Bluefish",1991,0.0416906297899146,0.0910232376192739,"absolute",1
"263","Bluefish",1992,0.0616887603945007,0.185708228462377,"absolute",1
"264","Bluefish",1993,0.0599812441601958,0.237441005217071,"absolute",1
"265","Bluefish",1994,0.064854828315184,0.294450593418902,"absolute",1
"266","Bluefish",1995,0.0556263247573575,0.196463726260418,"absolute",1
"267","Bluefish",1996,0.0425089227431512,0.0763683637095907,"absolute",1
"268","Bluefish",1997,0.0557931144827139,0.190334187994641,"absolute",1
"269","Bluefish",1998,0.044204377665742,0.172509014222584,"absolute",1
"270","Bluefish",1999,0.389818158966632,0.560429073068253,"absolute",1
"271","Bluefish",2000,0.0416972163066773,0.137005734755563,"absolute",1
"272","Bluefish",2001,0.0426214438590252,0.102351828142445,"absolute",1
"273","Bluefish",2002,0.0728111229208048,0.202680907532587,"absolute",1
"274","Bluefish",2003,0.0206277948245629,0.0446669520177078,"absolute",1
"275","Bluefish",2004,0.0425342603539078,0.137455947104305,"absolute",1
"276","Bluefish",2005,0.0559221333016737,0.20576673206319,"absolute",1
"277","Bluefish",2006,0.0484304431642546,0.143185123318168,"absolute",1
"278","Bluefish",2007,0.0501358592648568,0.213136990215515,"absolute",1
"279","Bluefish",2008,0.100272287643781,0.252685753058605,"absolute",1
"280","Bluefish",2009,0.0931104354505909,0.209143449474782,"absolute",1
"281","Bluefish",2010,0.203905584934441,0.451074669356634,"absolute",1
"282","Bluefish",2011,0.0917165111143512,0.255515974675138,"absolute",1
"283","Bluefish",2012,0.101544560332191,0.316695133489261,"absolute",1
"284","Bluefish",2013,0.0509648735063683,0.0931195608361788,"absolute",1
"285","Bluefish",2014,0.0256130053037639,0.0712407383562029,"absolute",1
"286","Bluefish",2015,0.133042090683072,0.228572034452046,"absolute",1
"287","Bluefish",2016,0.00510533660080916,0.00657778087475226,"absolute",1
"288","Bluefish",2018,0.0241807176373164,0.0316558847646586,"absolute",1
"289","Bluefish",2019,0.058650591914345,0.124974126002266,"absolute",1
"290","Butterfish",1985,1.09121536683185,6.02464684239578,"absolute",1
"291","Butterfish",1986,0.113970286593803,0.905061862819969,"absolute",1
"292","Butterfish",1987,0.0880050725065427,0.615604694846393,"absolute",1
"293","Butterfish",1988,0.0421586022963778,0.451341533522242,"absolute",1
"294","Butterfish",1989,0.0361163570030708,0.383111097992123,"absolute",1
"295","Butterfish",1990,0.0865043191887506,1.23882690567053,"absolute",1
"296","Butterfish",1991,0.159032099736566,1.17824786751853,"absolute",1
"297","Butterfish",1992,0.105582287873181,1.25990523577683,"absolute",1
"298","Butterfish",1993,0.520961209602199,2.49451703709926,"absolute",1
"299","Butterfish",1994,0.279724096586248,1.90996534736357,"absolute",1
"300","Butterfish",1995,0.521213241975981,3.7699451886546,"absolute",1
"301","Butterfish",1996,0.0334690387447157,0.348140843687991,"absolute",1
"302","Butterfish",1997,0.194287217567095,1.38150055395084,"absolute",1
"303","Butterfish",1998,0.860891600190976,4.13400225315838,"absolute",1
"304","Butterfish",1999,0.238834377533874,1.70863515690843,"absolute",1
"305","Butterfish",2000,0.610690801523069,4.49917302804756,"absolute",1
"306","Butterfish",2001,0.34371528699019,1.76190401500183,"absolute",1
"307","Butterfish",2002,0.0514525653026115,0.358876718527767,"absolute",1
"308","Butterfish",2003,0.0784410521509077,1.1729341693446,"absolute",1
"309","Butterfish",2004,0.123389051716981,0.702147947344284,"absolute",1
"310","Butterfish",2005,0.00768021353905229,0.0878086227014712,"absolute",1
"311","Butterfish",2006,0.41456108308356,2.95370506067152,"absolute",1
"312","Butterfish",2007,0.0462351542602682,0.46053061021399,"absolute",1
"313","Butterfish",2008,0.0109826505793656,0.135123054600691,"absolute",1
"314","Butterfish",2009,0.188537592429233,1.24472707105342,"absolute",1
"315","Butterfish",2010,0.0931456795198025,0.794047723773639,"absolute",1
"316","Butterfish",2011,0.740230113298678,4.8037172984999,"absolute",1
"317","Butterfish",2012,0.553176816221892,2.56932237689334,"absolute",1
"318","Butterfish",2013,0.0596226049704276,0.608671148934944,"absolute",1
"319","Butterfish",2014,0.0398326780046928,0.49763794768529,"absolute",1
"320","Butterfish",2015,0.0917532141609561,0.931136307191085,"absolute",1
"321","Butterfish",2016,0.605221369372906,3.43926969845767,"absolute",1
"322","Butterfish",2017,0.00375608430331141,0.0463187860642664,"absolute",1
"323","Butterfish",2018,0.291595615914576,1.92180351218245,"absolute",1
"324","Butterfish",2019,0.0784675474948319,0.790864493074984,"absolute",1
"325","Cod",1985,0.247055107315913,0.493838582630999,"absolute",1
"326","Cod",1986,0.144165033137886,0.416481936512663,"absolute",1
"327","Cod",1987,0.230265276558341,0.693746563563529,"absolute",1
"328","Cod",1988,0.35131989426646,0.908005714574313,"absolute",1
"329","Cod",1989,0.239677983674526,0.770162833166987,"absolute",1
"330","Cod",1990,0.821571282037447,1.72991633561858,"absolute",1
"331","Cod",1991,0.0534800710408839,0.180674660416862,"absolute",1
"332","Cod",1992,0.158118711312331,0.48909609112968,"absolute",1
"333","Cod",1993,0.10032117004783,0.251692021815848,"absolute",1
"334","Cod",1994,0.203757909338596,0.501252839894521,"absolute",1
"335","Cod",1995,0.186108397758045,0.541466536051941,"absolute",1
"336","Cod",1996,0.0976369514322803,0.314366488789717,"absolute",1
"337","Cod",1997,0.208466142113446,0.404935923091502,"absolute",1
"338","Cod",1998,0.110373273522017,0.529820234145308,"absolute",1
"339","Cod",1999,0.0752506737046843,0.204429837764802,"absolute",1
"340","Cod",2000,0.0834849169307274,0.217343919013568,"absolute",1
"341","Cod",2001,0.140982582759333,0.423310024451349,"absolute",1
"342","Cod",2002,0.960891225555589,1.9797463831559,"absolute",1
"343","Cod",2003,0.106834574005301,0.325588428975173,"absolute",1
"344","Cod",2004,0.724470744978067,1.02178732798219,"absolute",1
"345","Cod",2005,0.0803080060815578,0.241612381435324,"absolute",1
"346","Cod",2006,0.1899133460964,0.33755106358121,"absolute",1
"347","Cod",2007,0.040125472032502,0.127384590630677,"absolute",1
"348","Cod",2008,0.139606536179175,0.372098768647821,"absolute",1
"349","Cod",2009,0.282864814442879,0.606369914568735,"absolute",1
"350","Cod",2010,0.114442943842185,0.303258829654885,"absolute",1
"351","Cod",2011,0.193566358996076,0.50482161761529,"absolute",1
"352","Cod",2012,0.0872543351122822,0.162417159051452,"absolute",1
"353","Cod",2013,0.169865421250963,0.280162798228976,"absolute",1
"354","Cod",2014,0.0669356245880397,0.136728388869921,"absolute",1
"355","Cod",2015,0.183776604715722,0.532297018202945,"absolute",1
"356","Cod",2016,0.266458720194714,0.594204373887919,"absolute",1
"357","Cod",2017,0.0564333766238427,0.128765924320382,"absolute",1
"358","Cod",2018,0.139010059619032,0.28512138999023,"absolute",1
"359","Cod",2019,0.165799711709653,0.244113914190366,"absolute",1
"360","Fourspot",1985,0.0195642935198261,0.0628734517192792,"absolute",1
"361","Fourspot",1986,0.0208786890547335,0.0721577229073699,"absolute",1
"362","Fourspot",1987,0.0288764155236169,0.0958914800692982,"absolute",1
"363","Fourspot",1988,0.00836138004548111,0.0268952992096731,"absolute",1
"364","Fourspot",1989,0.0211632678006802,0.0888221415967281,"absolute",1
"365","Fourspot",1990,0.0204778274545603,0.0765451054756671,"absolute",1
"366","Fourspot",1991,0.0129038917538375,0.0544442177945678,"absolute",1
"367","Fourspot",1992,0.0073391263419241,0.033496427656117,"absolute",1
"368","Fourspot",1993,0.0328957444406537,0.0879959976667259,"absolute",1
"369","Fourspot",1994,0.0347710847923825,0.125642097050841,"absolute",1
"370","Fourspot",1995,0.0281725572242178,0.0837775393576404,"absolute",1
"371","Fourspot",1996,0.0123376210882722,0.054675580522691,"absolute",1
"372","Fourspot",1997,0.0198319184655852,0.0765837836183056,"absolute",1
"373","Fourspot",1998,0.0297558546912818,0.129948029267265,"absolute",1
"374","Fourspot",1999,0.0285045392410899,0.134658008386991,"absolute",1
"375","Fourspot",2000,0.0151821725130253,0.0689899159207729,"absolute",1
"376","Fourspot",2001,0.0282177521380926,0.117857682303343,"absolute",1
"377","Fourspot",2002,0.0507731913528669,0.141024782101454,"absolute",1
"378","Fourspot",2003,0.0312363973424216,0.138864272481226,"absolute",1
"379","Fourspot",2004,0.011928498973476,0.0460330128112675,"absolute",1
"380","Fourspot",2005,0.0267639392033809,0.127432173113951,"absolute",1
"381","Fourspot",2006,0.0290656484289872,0.119780737189319,"absolute",1
"382","Fourspot",2007,0.0168061137461592,0.0811051250399664,"absolute",1
"383","Fourspot",2008,0.0494678913159786,0.134352091058299,"absolute",1
"384","Fourspot",2009,0.0129409530286429,0.0929692228821544,"absolute",1
