71	32	95	90	72	92	-99	75	97	47	76	-99	-99
-99	52	78	50	80	85	64	73	68	0	54	71	79
61	39	87	72	60	73	91	38	89	28	70	86	91
75	30	-99	92	61	39	93	39	99	-99	98	86	85
70	80	95	95	95	60	100	100	95	45	85	75	90
52	45	64	51	66	38	76	55	48	33	66	87	77
40	60	80	73	86	95	60	85	80	73	71	95	85
45	42	42	48	55	43	50	-99	51	42	49	52	52
80	80	-99	90	-99	82	85	77	75	80	80	87	90
-99	51	73	67	83	57	75	49	84	53	83	72	57
58	65	83	67	74	68	-99	-99	74	36	82	81	87
